20.00043	678
20.00699	677
20.01356	645
20.02012	659
20.02669	657
20.03325	679
20.03982	666
20.04638	697
20.05295	680
20.05951	640
20.06608	685
20.07264	627
20.07921	659
20.08577	685
20.09234	702
20.0989	685
20.10547	673
20.11204	677
20.1186	661
20.12517	677
20.13173	650
20.1383	667
20.14486	646
20.15143	660
20.15799	666
20.16456	679
20.17112	680
20.17769	641
20.18425	664
20.19082	620
20.19738	598
20.20395	640
20.21051	666
20.21708	672
20.22364	706
20.23021	667
20.23677	689
20.24334	647
20.2499	617
20.25647	673
20.26303	708
20.2696	647
20.27616	663
20.28273	626
20.28929	730
20.29586	634
20.30242	674
20.30899	735
20.31555	704
20.32212	684
20.32868	640
20.33525	636
20.34182	625
20.34838	673
20.35495	687
20.36151	707
20.36808	731
20.37464	613
20.38121	644
20.38777	615
20.39434	680
20.4009	704
20.40747	670
20.41403	625
20.4206	716
20.42716	702
20.43373	621
20.44029	673
20.44686	645
20.45342	681
20.45999	696
20.46655	663
20.47312	671
20.47968	649
20.48625	713
20.49281	684
20.49938	710
20.50594	678
20.51251	655
20.51907	688
20.52564	687
20.5322	670
20.53877	668
20.54533	697
20.5519	667
20.55846	719
20.56503	686
20.5716	715
20.57816	642
20.58473	686
20.59129	678
20.59786	663
20.60442	613
20.61099	637
20.61755	646
20.62412	680
20.63068	667
20.63725	663
20.64381	647
20.65038	668
20.65694	656
20.66351	685
20.67007	677
20.67664	655
20.6832	634
20.68977	658
20.69633	656
20.7029	668
20.70946	710
20.71603	668
20.72259	714
20.72916	679
20.73572	642
20.74229	668
20.74885	684
20.75542	706
20.76198	654
20.76855	648
20.77511	658
20.78168	670
20.78824	701
20.79481	662
20.80137	656
20.80794	643
20.81451	670
20.82107	646
20.82764	662
20.8342	654
20.84077	644
20.84733	698
20.8539	664
20.86046	646
20.86703	643
20.87359	649
20.88016	676
20.88672	675
20.89329	666
20.89985	711
20.90642	701
20.91298	651
20.91955	677
20.92611	681
20.93268	664
20.93924	710
20.94581	681
20.95237	679
20.95894	633
20.9655	657
20.97207	740
20.97863	649
20.9852	647
20.99176	687
20.99833	702
21.00489	676
21.01146	647
21.01802	676
21.02459	731
21.03115	689
21.03772	653
21.04429	640
21.05085	679
21.05742	663
21.06398	631
21.07055	642
21.07711	692
21.08368	674
21.09024	699
21.09681	701
21.10337	643
21.10994	612
21.1165	685
21.12307	728
21.12963	677
21.1362	660
21.14276	691
21.14933	675
21.15589	613
21.16246	704
21.16902	642
21.17559	647
21.18215	679
21.18872	713
21.19528	637
21.20185	698
21.20841	676
21.21498	706
21.22154	691
21.22811	681
21.23467	653
21.24124	702
21.2478	684
21.25437	680
21.26093	714
21.2675	684
21.27407	686
21.28063	652
21.2872	688
21.29376	722
21.30033	664
21.30689	677
21.31346	679
21.32002	707
21.32659	659
21.33315	681
21.33972	636
21.34628	696
21.35285	709
21.35941	660
21.36598	669
21.37254	672
21.37911	696
21.38567	732
21.39224	633
21.3988	679
21.40537	733
21.41193	725
21.4185	681
21.42506	679
21.43163	690
21.43819	659
21.44476	670
21.45132	714
21.45789	686
21.46445	646
21.47102	707
21.47758	747
21.48415	627
21.49071	668
21.49728	646
21.50385	703
21.51041	682
21.51698	659
21.52354	689
21.53011	680
21.53667	730
21.54324	677
21.5498	649
21.55637	652
21.56293	725
21.5695	684
21.57606	635
21.58263	685
21.58919	695
21.59576	672
21.60232	662
21.60889	658
21.61545	726
21.62202	658
21.62858	682
21.63515	696
21.64171	723
21.64828	700
21.65484	717
21.66141	674
21.66797	703
21.67454	703
21.6811	697
21.68767	699
21.69423	692
21.7008	686
21.70736	706
21.71393	678
21.72049	669
21.72706	675
21.73363	668
21.74019	636
21.74676	695
21.75332	642
21.75989	663
21.76645	691
21.77302	694
21.77958	679
21.78615	646
21.79271	674
21.79928	698
21.80584	728
21.81241	679
21.81897	650
21.82554	661
21.8321	693
21.83867	713
21.84523	694
21.8518	670
21.85836	688
21.86493	655
21.87149	647
21.87806	660
21.88462	694
21.89119	667
21.89775	727
21.90432	739
21.91088	683
21.91745	654
21.92401	691
21.93058	645
21.93714	634
21.94371	662
21.95027	695
21.95684	688
21.9634	685
21.96997	740
21.97654	660
21.9831	666
21.98967	704
21.99623	718
22.0028	671
22.00936	688
22.01593	679
22.02249	687
22.02906	670
22.03562	665
